#frame-timestamp,tcp-ack-rtt,tcp-stream-id
"1611336466.672908681","0.042295417","4"
"1611336466.922552934","0.041655587","4"
"1611336467.173912617","0.043050000","4"
"1611336467.425124011","0.044012021","4"
"1611336467.673707889","0.041966887","4"
"1611336467.927725558","0.045682124","4"
"1611336468.169964851","0.038124771","4"
"1611336468.271334928","0.037412291","5"
"1611336468.308801393","0.036508702","5"
"1611336468.351197587","0.036346945","5"
"1611336468.352013724","0.037011215","5"
"1611336468.397460211","0.035002156","5"
"1611336468.407381159","0.044348671","5"
"1611336468.408425352","0.045372460","5"
"1611336468.410994157","0.047929856","5"
"1611336468.418648772","0.055553894","5"
"1611336468.421095681","0.057981673","5"
"1611336468.427380810","0.064252218","5"
"1611336468.657383123","0.043469344","5"
"1611336468.672351826","0.057456117","5"
"1611336468.677274068","0.061783099","5"
"1611336468.908559525","0.044373518","5"
"1611336468.923354962","0.058684074","5"
"1611336468.928654925","0.063922315","5"
"1611336469.157409331","0.043195452","5"
"1611336469.172329613","0.057639314","5"
"1611336469.178540141","0.063735345","5"
"1611336469.409338478","0.044784748","5"
"1611336469.423231618","0.057767075","5"
"1611336469.429629395","0.063854570","5"
"1611336469.657547810","0.043263316","5"
"1611336469.671448810","0.057032259","5"
"1611336469.678643386","0.064207944","5"
"1611336469.908655771","0.044003182","5"
"1611336469.922324122","0.057364926","5"
"1611336469.928589903","0.063596705","5"
"1611336470.158869894","0.043892278","5"
"1611336470.174292447","0.059045021","5"
"1611336470.179676956","0.064405562","5"
"1611336470.408840365","0.043702262","5"
"1611336470.423557252","0.058253408","5"
"1611336470.428610955","0.063271760","5"
"1611336470.659065084","0.043894818","5"
"1611336470.675090878","0.058853642","5"
"1611336470.678747575","0.062231159","5"
"1611336470.910024054","0.044394253","5"
"1611336470.931171998","0.065004659","5"
"1611336471.157229972","0.041741695","5"
"1611336471.174952201","0.059200817","5"
"1611336471.179878509","0.064088683","5"
"1611336471.411176722","0.045393984","5"
"1611336471.425878899","0.059936843","5"
"1611336471.432209919","0.066184735","5"
"1611336471.658544991","0.042341902","5"
"1611336471.675098893","0.058414539","5"
"1611336471.679868310","0.063116907","5"
"1611336471.908479856","0.042492779","5"
"1611336471.923760991","0.057637251","5"
"1611336471.929668052","0.063506250","5"
"1611336472.163719189","0.047365948","5"
"1611336472.177409158","0.060824761","5"
"1611336472.184867789","0.068271685","5"
"1611336472.409816878","0.043298806","5"
"1611336472.423481035","0.056439637","5"
"1611336472.430787323","0.063527634","5"
"1611336472.663477889","0.046813198","5"
"1611336472.674925348","0.057914886","5"
"1611336472.681030570","0.064004682","5"
"1611336472.911037522","0.043799925","5"
"1611336472.926178653","0.058387346","5"
"1611336472.931105326","0.063251067","5"
"1611336473.161322313","0.044033955","5"
"1611336473.176089385","0.058487572","5"
"1611336473.182705270","0.065075683","5"
"1611336473.403735344","0.036233429","5"
"1611336473.495213149","0.035711207","6"
"1611336473.532690920","0.036406185","6"
"1611336473.576157494","0.034824610","6"
"1611336473.577849294","0.036034708","6"
"1611336473.634989919","0.041373218","6"
"1611336473.638671640","0.043500415","6"
"1611336474.138729746","0.042904512","6"
"1611336474.634839059","0.038849444","6"
"1611336475.137884988","0.041902737","6"
"1611336475.635160323","0.039328018","6"
"1611336476.137822259","0.041139433","6"
"1611336476.636546728","0.039757883","6"
"1611336477.146635146","0.049741906","6"
"1611336477.636374459","0.039528973","6"
"1611336478.140163464","0.043287641","6"
"1611336478.632582462","0.035490785","6"
"1611336478.739124761","0.035648634","7"
"1611336478.775170522","0.034955751","7"
"1611336478.818681036","0.035312607","7"
"1611336478.820612477","0.036608709","7"
"1611336478.867465305","0.031873436","7"
"1611336478.877912638","0.040984834","7"
"1611336478.878442092","0.041356161","7"
"1611336478.881028375","0.043891587","7"
"1611336478.889728051","0.052511469","7"
"1611336478.892248603","0.054997374","7"
"1611336478.899156545","0.061863233","7"
"1611336479.378194844","0.041500579","7"
"1611336479.392398422","0.055596426","7"
"1611336479.397519636","0.060702755","7"
"1611336479.878838254","0.041623429","7"
"1611336479.893607881","0.056038363","7"
"1611336479.899924521","0.062319777","7"
"1611336480.378685981","0.041606309","7"
"1611336480.394571832","0.056586925","7"
"1611336480.398670938","0.060373097","7"
"1611336480.878611364","0.040810508","7"
"1611336480.894342906","0.056122785","7"
"1611336480.900051406","0.061762507","7"
"1611336481.380010446","0.041885070","7"
"1611336481.393688964","0.055116277","7"
"1611336481.399831961","0.061220294","7"
"1611336481.880184387","0.041915902","7"
"1611336481.896285891","0.057597366","7"
"1611336481.902608032","0.063890602","7"
"1611336482.379872714","0.041584545","7"
"1611336482.395732445","0.056987767","7"
"1611336482.399727966","0.060918642","7"
"1611336482.880964039","0.042549130","7"
"1611336482.894769339","0.056044324","7"
"1611336482.899814377","0.061062526","7"
"1611336483.391232732","0.052466866","7"
"1611336483.398642663","0.059617053","7"
"1611336483.404810911","0.065749578","7"
